run_id,study,kind,L,U,g,lambda,accepted,mode,E_real,E_imag
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,29,0.4186989877217799,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,30,0.35921322076731776,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,31,-1.6854979694368841,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,32,-1.487599916926953,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,33,-1.4684791808377413,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,34,-1.4229786544680765,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,35,-1.3537112370971052,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,36,-1.2900767633431511,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,37,-1.2516615101599717,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,38,-1.1238293343197816,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,39,-1.0842120364225007,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,40,-0.9730220713376166,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,41,-0.35921322076731727,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,42,-0.4186989877217806,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,43,-0.46382739675644535,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,44,-0.8420826280800666,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,45,-0.8035206571373298,0.0
conditioning_high_precision_6ddd829ef8bc,conditioning,high_precision,24,2.0,0.34782608695652173,0.0,True,46,-0.6319009846446615,0.0
